text,label
dễ gây nhàm chán,[1. 0. 0.]
dạy rất vui rất kỹ,[0. 0. 1.]
phòng học còn nóng bụi bặm máy chiếu vẫn được thế vẫn mờ đề nghị khắc phục vấn đề này,[1. 0. 0.]
giảng còn hơi khó hiểu,[1. 0. 0.]
khả năng truyền đạt tốt,[0. 0. 1.]
mỗi ngày đến môn học này cực hình tra tấn cả lớp,[1. 0. 0.]
giảng hay giúp tiếp thu kiến thức hiệu quả,[0. 0. 1.]
giảng đường quá nóng,[1. 0. 0.]
giảng dạy tốt nhiệt tình chỉ bảo,[0. 0. 1.]
rất tâm huyết tận tình chỉ dạy tất cả những điều chưa rõ,[0. 0. 1.]
dạy nhiệt tình áp dụng nhiều bài tập dễ hiểu,[0. 0. 1.]
đa số giảng sơ sài chủ yếu lước qua,[1. 0. 0.]
mượn kit về nhà đẻ thực hành,[1. 0. 0.]
yêu cầu cao không đáp ứng những kiến thức cần thiết,[1. 0. 0.]
chỉ tham gia chấm điểm không giảng dạy trong giờ thực hành lớp lần nào,[1. 0. 0.]
không dạy lý thuyết chỉ nói sơ qua về số bài tập nên không biết nhận xét gì về,[1. 0. 0.]
làm việc nhóm nhiều,[0. 0. 1.]
trường không sắp xếp được giờ nào học,[1. 0. 0.]
khả năng tương tác chưa tốt,[1. 0. 0.]
khá đúng giờ,[0. 0. 1.]
nội dung bài giảng dễ hiểu nhiệt tình vui tính,[0. 0. 1.]
thiết bị không đáp ứng được tại sao trường không tạo điều kiện kéo dây mạng cắm vào laptop,[1. 0. 0.]
có bài tập cuối giờ,[0. 1. 0.]
không có buổi học bù nào,[1. 0. 0.]
đa số các giờ đều do thuyết trình thực tế đứng thuyết trình còn chưa hiểu bài làm sao trình bày hiểu,[1. 0. 0.]
giảng bài dễ hiểu,[0. 0. 1.]
làm phim khó quá ạ,[1. 0. 0.]
rất hài lòng về phương pháp giảng dạy ạ,[0. 0. 1.]
rất nhiệt tình,[0. 0. 1.]
rất có tâm huyết,[0. 0. 1.]
tất cả các hoạt động trên lớp,[0. 1. 0.]
sự tận tình học viên,[0. 0. 1.]
đến lớp dúng giờ,[0. 1. 0.]
có số phần giải thích hơi khó hiểu,[1. 0. 0.]
nâng cao thiết bị phòng học máy chiếu quạt,[1. 0. 0.]
khả năng truyền đạt không tốt kiến thức chưa đạt,[1. 0. 0.]
vui tính thân thiện,[0. 0. 1.]
hướng dẫn thực hành đến lớp trễ chưa hướng dẫn sâu sắc dễ dàng nắm được bài,[1. 0. 0.]
giảng không hiểu nói nhiều,[1. 0. 0.]
rất tận tình,[0. 0. 1.]
giảng bài tận tâm nhiệt tình,[0. 0. 1.]
dạy rất hay hài hước trong công việc,[0. 0. 1.]
thiếu nhiệt tình ít làm bài tập,[1. 0. 0.]
thích ngủ ngủ ngoài ra chả có gì hài lòng,[1. 0. 0.]
tên môn học lập trình ứng dụng website nhiên chỉ lập trình trên ngôn ngữ nên rõ ràng trong tên môn học ngôn ngữ nào,[1. 0. 0.]
vui vẻ tận tình,[0. 0. 1.]
không dạy báo trước rất sát giờ rất hay nghỉ dạy,[1. 0. 0.]
dạy hay vui nhiều phần bồ sung có tính thực tiễn cao,[0. 0. 1.]
nhiệt tình quan tâm đến hiền,[0. 0. 1.]
nhiệt tình tâm huyết,[0. 0. 1.]
dùng những công nghệ phổ biến nên tham khảo khung chương trình khoa biết biết được những gì,[1. 0. 0.]
tốt dễ hiểu,[0. 0. 1.]
dạy rất dễ hiểu sinh động,[0. 0. 1.]
không thích cách giảng dạy lắm,[1. 0. 0.]
vui vẻ,[0. 0. 1.]
cần có nhiều tài liệu học hơn có các trò chơi dễ hiểu bài hơn,[1. 0. 0.]
chưa có nhiều kinh nghiệm về kiến thức,[1. 0. 0.]
dạy kỹ vui tính quan tâm,[0. 0. 1.]
đôi lúc chưa đi sâu vào vấn đề giảng dạy,[1. 0. 0.]
có nhiều bài vận dụng,[0. 0. 1.]
nghỉ ngày không có lý do,[1. 0. 0.]
cung cấp đủ kiến thức cần thiết hiểu rõ phần lý thuyết thực hành có các ví dụ mẫu tham khảo,[0. 0. 1.]
chưa giúp có thể làm việc nhóm nhau,[1. 0. 0.]
nói chung quá tuyệt luôn ạ,[0. 0. 1.]
không biết,[0. 1. 0.]
nội dung môn học đầy đủ,[0. 0. 1.]
hướng dẫn giải bài tập tốt,[0. 0. 1.]
cảm ơn nhiệt tình hỗ trợ giảng các nội dung lý thuyết lướt qua,[0. 0. 1.]
nói rất nhỏ,[1. 0. 0.]
sử dụng máy chiếu tài liệu ví dụ cụ thể hơn,[1. 0. 0.]
không nắm vững được kiến thức môn học,[1. 0. 0.]
thú vị,[0. 0. 1.]
dễ tính,[0. 0. 1.]
hòa đồng thân thiện,[0. 0. 1.]
tận tâm giảng dạy tốt,[0. 0. 1.]
nhiệt tình đi dạy đầy đủ vui vẻ,[0. 0. 1.]
giảng rất hay,[0. 0. 1.]
đề nghị xem tài liệu giảng dạy tài liệu nên đầu tư kỹ hơn,[1. 0. 0.]
rất tận tâm quan tâm tới,[0. 0. 1.]
vâng không có ý kiến gì thêm,[0. 1. 0.]
có nhiều kiến thức mở rộng,[0. 0. 1.]
tránh tình trạng đang dạy hết phấn micro hết pin,[1. 0. 0.]
thành thật chia sẻ khoa nên bỏ môn học này,[1. 0. 0.]
chỉ đọc lướt qua tài liệu bài giảng giao bài tập,[1. 0. 0.]
giảng bài hơi khó hiểu không có tài liệu tham khảo trên,[1. 0. 0.]
giảng dạy nhiệt tình luôn đổi mới nội dung,[0. 0. 1.]
đầu tư phòng lab thực hành trên thiết bị thật có quy mô,[1. 0. 0.]
hay nhiệt tình năng nổ truyền đạt dễ hiểu,[0. 0. 1.]
chuẩn bị bài giảng rất đầy đủ,[0. 0. 1.]
rất vui tính giảng dạy rất hay,[0. 0. 1.]
cách dạy hơi khó hiểu,[1. 0. 0.]
không nên trước nên tự làm nhớ lâu hơn,[1. 0. 0.]
tận tình,[0. 0. 1.]
hay điểm danh sớm,[1. 0. 0.]
hơi khó tiếp thu,[1. 0. 0.]
quá nhiều bài tập ít hướng dẫn giải,[1. 0. 0.]
có thể giảng sâu hơn về trọng tâm bài hơn chút nữa được không ạ,[1. 0. 0.]
quá tuyệt vời,[0. 0. 1.]
cũng thời gian hỏi những điều chưa hiểu,[0. 0. 1.]
phòng thực hành máy bị treo bị hư hoài dây mạng cắm lúc nhận lúc không,[1. 0. 0.]
dạy tốt,[0. 0. 1.]
buổi học trước buổi cuối cùng môn học có dặn tuần sau có đi học ai muốn đi đi không đi cũng không sao buổi không điểm danh đến lớp không có ai dạy,[1. 0. 0.]
dạy rất hay rất vui,[0. 0. 1.]
thực hành chỉ cần sử dụng hình thức,[1. 0. 0.]
nên có thêm ví dụ cụ thể từng dạng toán thay chỉ sửa bài tập,[1. 0. 0.]
hy vọng nội dung bài học cập nhật các phiên bản công nghệ mới gần nhất,[1. 0. 0.]
lấy ví dụ từ thực tế dễ hiểu,[0. 0. 1.]
nên cập nhật những kiến thức mới thay vẫn sử dụng những nội dung kiến thức cũ,[1. 0. 0.]
giảng dạy tích cực hiệu quả,[0. 0. 1.]
rất vui tính có thể do trẻ nên hiểu được có phương pháp dạy khá trẻ trung hay,[0. 0. 1.]
giảng dạy nhiệt tình bổ sung những kiến thức khác cần thiết,[0. 0. 1.]
dạy nhiệt tình gần gũi vui vẻ trong buổi học,[0. 0. 1.]
nên có kho tài liệu bài tập mẫu tham khảo,[1. 0. 0.]
dạy hay tận tâm công việc,[0. 0. 1.]
lúc nào cũng chỉ nghĩ chứ không nghĩ người khác,[1. 0. 0.]
rất thân thiện,[0. 0. 1.]
giảng lý thuyết quá nhanh làm nhiều khác không nắm kịp chủ yếu về xem tài liệu mới hiểu được cơ bản còn ở trên lớp chỉ sơ sơ,[1. 0. 0.]
hay điểm danh,[1. 0. 0.]
không đúng giờ lên lớp,[1. 0. 0.]
nhiệt tình tận tâm vui vẻ,[0. 0. 1.]
các bài tập nhóm đều tự làm hoặc có tham khảo số liệu thống kê phân tích thị trường làm tỉ lệ sao chép theo thuật toán theo nói bài bị điểm,[1. 0. 0.]
cần làm bài tập nhiều hơn,[1. 0. 0.]
giảng bài khá dễ hiểu,[0. 0. 1.]
theo trường nên tổ chức thêm những buổi seminar về các phần mềm giới thiệu về các hướng phát triển phần mềm trong bộ môn này,[1. 0. 0.]
dạy hơi nhanh đôi lúc không bắt kịp bài,[1. 0. 0.]
giải thích rõ vấn đề hướng dẫn rõ,[0. 0. 1.]
chất lượng giảng dạy tốt tâm huyết nhiệt tình,[0. 0. 1.]
dạy hay dễ hiểu có nhiều kiến thức bổ xung hay,[0. 0. 1.]
đề thi cuối kỳ quá dài so thời gian kiểm tra,[1. 0. 0.]
cần có các bài tập thực tiễn hơn,[1. 0. 0.]
luôn đúng giờ,[0. 0. 1.]
phương pháp giảng dạy giúp anh chị hiểu được vận dụng được kiến thức,[0. 0. 1.]
kiến thức thực hành không song song lý thuyết số bài thực hành kiến thức có trước cả được học ở lớp lý thuyết,[1. 0. 0.]
giảng bài rất nhiệt tình,[0. 0. 1.]
đảm bảo giờ lên lớp truyền đạt hiệu quả tích cực,[0. 0. 1.]
nên bị thêm các lớp thực hành có cơ hội thao tác trên thực tế nhà trường nên bị rèm cửa sổ tránh ánh sáng làm mờ máy chiếu gây khó khăn trong việc báo cáo đồ án cũng dạy học,[1. 0. 0.]
nội dung thực hành lý thuyết phải sát nhau,[1. 0. 0.]
nhiệt tình giải thích,[0. 0. 1.]
giảng dạy tận tình giải đáp thắc mắc thường xuyên,[0. 0. 1.]
nhiệt tình tâm huyết,[0. 0. 1.]
đảm bảo thời gian lên lớp,[0. 0. 1.]
máy chiếu khá mờ âm thanh gặp nhiều vấn đề trục trặc,[1. 0. 0.]
điều hài lòng nhất nhiệt tình va luôn tạo được cảm giác hứng thú học tiếng anh,[0. 0. 1.]
giảng dạy nhiệt tình dễ hiểu,[0. 0. 1.]
cần có các thiết bị thực hành đầy đủ,[1. 0. 0.]
mấy cái khảo sát trước tưởng tốt nhất nên đánh nhầm ạ,[1. 0. 0.]
khá dễ,[0. 0. 1.]
phong cách dạy làm thấy gần gũi tạo cảm giác nắm bắt hiểu được bài giảng tốt hơn,[0. 0. 1.]
bài tập cụ thể,[0. 0. 1.]
chỉ bảo ở từng lỗi nhỏ,[0. 0. 1.]
có số vấn đề khó hiểu,[1. 0. 0.]
dạy rất nhiệt tình rất tâm huyết ôn tập rất kỹ,[0. 0. 1.]
đến lớp không thấy bị đuổi về,[1. 0. 0.]
tận tâm nhiệt tình,[0. 0. 1.]
lịch dạy học thay đổi liên tục không cố định,[1. 0. 0.]
giảng nhiệt tình,[0. 0. 1.]
làm nhiều bài tập từ dễ đến khó hiểu bài,[1. 0. 0.]
thấy dạy hay hơn hi hi,[0. 0. 1.]
cần giải thêm nhiều bài tập các đề ôn thi,[1. 0. 0.]
nên có định hướng trong việc chọn đề tài nghiên cứu,[1. 0. 0.]
môn học chỉ đề cập các vấn đề chung ngôn ngữ học ở môn lập trình lập trình đồ họa,[1. 0. 0.]
tài liệu dễ nhìn,[0. 0. 1.]
có nhiều tài liệu hay,[0. 0. 1.]
dạy vô cùng chán không có tâm huyết,[1. 0. 0.]
nên nâng cấp bảo trì các phòng máy cũ thường xuyên hơn,[1. 0. 0.]
rất hiểu tâm lý,[0. 0. 1.]
nhiệt tình giảng dạy giải đáp thắc mắc,[0. 0. 1.]
giảng còn hơi khó hiểu khó tiếp thu,[1. 0. 0.]
đề thực hành quá khó,[1. 0. 0.]
dạy có tâm,[0. 0. 1.]
nhiều cái đọc không thể hiểu nổi phải mở sách tiếng anh ra đọc mới hiểu,[1. 0. 0.]
chưa thấy bao giờ,[0. 1. 0.]
sử dụng song ngữ nên dễ hiểu,[0. 0. 1.]
ơi giảng bài tự tin lên nói nhiều nhỏ quá không ai nghe được,[1. 0. 0.]
mang tính thực tế,[0. 1. 0.]
tập trung giảng dạy những kiến thức có ích chuyên ngành sau này hơn những kiến thức không quan trọng nên bỏ qua hoặc dạy lướt qua,[1. 0. 0.]
dạy quá tệ,[1. 0. 0.]
rất vui tính niềm nở,[0. 0. 1.]
hướng dẫn làm đồ án môn học chưa chi tiết cảm thấy lý thuyết thực hành không liên quan nhiều đến nhau,[1. 0. 0.]
thường xuyên vắng mặt đến học không có không rõ lý do không có bất cứ thông báo nào trước gây lãng phí thời gian chi phí đi,[1. 0. 0.]
phải nâng cấp phòng máy,[1. 0. 0.]
dạy rất hay cảm ơn ạ,[0. 0. 1.]
phương pháp giảng dạy chưa được tốt cần phải cụ thể hơn dễ hiểu hơn nữa,[1. 0. 0.]
số buổi ôn tập còn ít,[1. 0. 0.]
rất nhiệt tình chỉ dạy,[0. 0. 1.]
thường hay từ khóa tăng khả năng tự học giúp có ý thức tự học suốt đời,[0. 0. 1.]
rèn luyện tư duy,[0. 0. 1.]
chính lẽ mong nhà trường có thể đòi quyền lợi,[1. 0. 0.]
seminar quá nhiều,[1. 0. 0.]
dạy cực kỳ nhiệt tình hiểu tâm lý cách giảng bài hay,[0. 0. 1.]
liên hệ đến thực tiễn,[0. 0. 1.]
sử dụng bảng liên tục ghi chép từ tài liệu trong khoảng thời gian đứng lớp làm tiết học rất chán buồn ngủ,[1. 0. 0.]
dạy học cực kỳ tận tình có giải đề lưu ý trước thi cả lớp cũng chỉnh sửa đồ án những nhóm trình bày hoàn thiện hơn đồ án các nhóm smile,[0. 0. 1.]
thưa thực sự chuyên tâm trong quá trình giảng dạy các bài tập đưa rất bổ ích mang tính thực tiễn,[0. 0. 1.]
thay đổi cách truyền đạt môn học ít nhàm chán hơn,[1. 0. 0.]
phương pháp giảng dạy rất hay nhiệt tình,[0. 0. 1.]
rất chu đáo nhiệt tình,[0. 0. 1.]
cần có bài giảng trên tài liệu nhiều ví dụ hơn,[1. 0. 0.]
giảng dạy nhiệt tình giải đáp được thắc mắc,[0. 0. 1.]
môn học rất khó nên giải nhiều bài tập trên lớp hơn,[1. 0. 0.]
dạy cực kỳ nhiệt tình dễ hiểu lớp học sôi nổi đạt hiệu quả cao,[0. 0. 1.]
quan tâm tận tình tới truyền đạt hiệu quả,[0. 0. 1.]
odoo còn quá rộng khó sử dụng chưa hiểu hết được các chức năng cần dùng đồ án pos,[1. 0. 0.]
chú trọng dạy những quy ước nguyên tắc rõ ràng dễ hiểu,[0. 0. 1.]
chứ tình trạng hiện tại môn thực hành học trước qua kỳ sau mới được học lý thuyết mất đi tính tiếp nối kiến thức trong quá trình học,[1. 0. 0.]
dạy quá thời gian quy định,[0. 0. 1.]
dạy dễ hiểu vui tính,[0. 0. 1.]
dạy khá nâng cao số học không kịp,[1. 0. 0.]
cần nhiều hơn những bài,[1. 0. 0.]
tận dụng tốt thời gian truyền đạt ý tưởng cũng niềm vui học,[0. 0. 1.]
cần có nền tảng trước xây dựng cả website,[1. 0. 0.]
dạy hay,[0. 0. 1.]
truyền tải đầy đủ kiến thức,[0. 0. 1.]
máy chiếu quá mờ đề nghị thay đổi,[1. 0. 0.]
giảng dạy dễ hiểu bài tập ví dụ hay sát bài,[0. 0. 1.]
giảng bài kém hiệu quả,[1. 0. 0.]
rất hữu ích,[0. 0. 1.]
dùng nên xin có ý kiến về việc nâng cấp bản lên việc học thi trở nên dễ dàng hiệu quả hơn,[1. 0. 0.]
nhiệt tình dạy hay nhiều bài tập,[0. 0. 1.]
chưa truyền đạt kiến thức cách hiệu quả nhất,[1. 0. 0.]
vui vẻ dạy dễ hiểu,[0. 0. 1.]
chất lượng phòng thực hành quá kém,[1. 0. 0.]
cách dạy nhàm chán,[1. 0. 0.]
đưa ra những ví dụ rất nhạy cảm đặc biệt những nữ,[1. 0. 0.]
dạy hay quan tâm nhiệt tình,[0. 0. 1.]
dạy có phần hơi nhanh,[1. 0. 0.]
chưa nhận được sự hỗ trợ kịp thời từ,[1. 0. 0.]
tốt nhiều năng lượng,[0. 0. 1.]
dạy dạy hay nhiệt tình vui vẻ,[0. 0. 1.]
thân thiện giảng giải dễ hiểu,[0. 0. 1.]
hay đi muộn,[1. 0. 0.]
cách giảng dạy rất tuyệt vời rất sát thực tế,[0. 0. 1.]
vui nhiệt tình tận tâm giúp đỡ,[0. 0. 1.]
dạy dễ hiểu phát âm chuẩn thường tương tác trong buổi học,[0. 0. 1.]
quan tâm đến học giảng dạy tận tâm dễ hiểu,[0. 0. 1.]
dạy tốt có lượng kiến thức chất lượng,[0. 0. 1.]
ra các dạng đề thi,[0. 1. 0.]
có tâm huyết trong việc giảng dạy sẵn sàng giảng những kiến thức chưa rõ,[0. 0. 1.]
môn bài tập ta thường học trong phòng đồ lau bảng không sạch làm ảnh hưởng đến các bài tập tiếp theo làm đè lên phần bôi chưa sạch,[1. 0. 0.]
mong có thể giảng dạy nội dung dễ hiểu hơn,[1. 0. 0.]
đi dạy đúng giờ bù đủ số buổi vắng,[0. 1. 0.]
quan tâm đến nhiều hơn trong lớp trình độ khá chênh lệch cũng không quá nhiều,[1. 0. 0.]
mỗi học kỳ có thể đồ án khác nhau toàn bộ tránh tình trạng xào các đồ án cũ nên có chung quy tắc chuẩn chấm điểm,[1. 0. 0.]
dạy rất tâm huyết hiệu quả,[0. 0. 1.]
tuân thủ đúng giờ học,[0. 0. 1.]
không có ý kiến thêm,[0. 1. 0.]
buổi nào cũng muộn hơn phút,[1. 0. 0.]
giảng bài,[0. 1. 0.]
rất tận tâm nhiệt tình,[0. 0. 1.]
bỏ môn này hoặc đưa ra chương trình học đơn giản dễ hiểu hơn nắm chắc còn hơn học nhiều chẳng được bao nhiêu,[1. 0. 0.]
nên giảng bài không nên ngồi tự nghiên cứu,[1. 0. 0.]
hay nghỉ liên tục đi công tác,[1. 0. 0.]
thân thiện vầ nhiệt tình,[0. 0. 1.]
môn học quá khó,[1. 0. 0.]
nhiều bài tập học tập cũng ôn thi,[0. 0. 1.]
hồ bơi bẩn,[1. 0. 0.]
rất thẳng thắng trong các cuộc nói chuyện giảng bài điểm thi,[0. 0. 1.]
còn trong bài dạy hơi nâng cao nên không kịp tiến độ chương trình học,[1. 0. 0.]
dạy nhiệt tình hướng dẫn dễ hiểu,[0. 0. 1.]
tới đi làm không chuyên về lĩnh vực nào,[1. 0. 0.]
có thêm các đồ án mang tính chất sáng tạo,[1. 0. 0.]
sử dụng tiếng anh làm quen tên các thiết bị,[0. 0. 1.]
nhiệt tình vui vẻ giải đáp hết mọi thắc mắc,[0. 0. 1.]
nên gắn chặt hơn nữa môn học thực tiễn,[1. 0. 0.]
mặc không được gặp trong học kỳ qua cũng cơ bản hoàn thành được đồ án,[1. 0. 0.]
bài tập về nhà quá ít,[1. 0. 0.]
các phòng máy nên được cài đặt phần mềm liên quan đầy đủ hơn,[1. 0. 0.]
rất nhiệt tình mong cứ hoài,[0. 0. 1.]
tận tâm nhiệt tình,[0. 0. 1.]
nhiều bài tập làm,[0. 0. 1.]
giảng thực tế vào bài tập,[0. 0. 1.]
chưa thấy rõ mục tiêu môn học,[1. 0. 0.]
tự tìm hiểu cũng cách hay hơi khó,[1. 0. 0.]
nhiều kiến thức nói nhanh khó hiểu,[1. 0. 0.]
dạy hay cách dạy thu hút rất tâm huyết giỏi kiến thức sâu rộng có phương pháp dạy khoa học dễ hiểu,[0. 0. 1.]
cập nhật tài liệu chung giảng dạy môn học,[1. 0. 0.]
cần tài liệu về đọc,[1. 0. 0.]
dạy rất nhiệt tình chi tiết,[0. 0. 1.]
cách dạy vẫn kiểu cũ không có tính hiệu quả cao,[1. 0. 0.]
nhiệt tình có tâm,[0. 0. 1.]
không nhiệt tình tận tâm,[1. 0. 0.]
giải đáp thắc mắc không bao giờ dạy hụt bài,[0. 0. 1.]
chương trình học dường quá nặng,[1. 0. 0.]
nhiệt tình trong công việc,[0. 0. 1.]
vào lớp trễ kéo dài thời gian dạy học qua tiết trống dạy không đúng trọng tâm ra đề thi chấm điểm cuối kỳ quá chậm,[1. 0. 0.]
nói rõ,[0. 0. 1.]
khó tính thỉnh thoảng lớn tiếng không tôn trọng ý kiến,[1. 0. 0.]
rất hài lòng về giờ thực hành này,[0. 0. 1.]
thường xuyên bận việc đột xuất báo nghỉ sát giờ,[1. 0. 0.]
nên có nhiều môn học hơn,[1. 0. 0.]
thường xuyên kiểm tra kiến thức đảm bảo được chất lượng kiến thức môn học,[0. 0. 1.]
dạy hay nhiệt tình vui vẻ đề dễ,[0. 0. 1.]
giảng dễ hiểu quan tâm,[0. 0. 1.]
cần sử dụng thời gian trên lớp hiệu quả hơn,[1. 0. 0.]
cần hiểu rõ thêm cách kết nối c,[1. 0. 0.]
giảng bài nhanh quá sad,[1. 0. 0.]
nhiệt tình ví dụ sinh động dễ hiểu,[0. 0. 1.]
giảng dạy dễ hiểu kỹ càng tận tâm trong giải thích dạy học,[0. 0. 1.]
giảng dạy rất nhiệt tình luôn đến lớp đúng giờ quan tâm đến việc học tập,[0. 0. 1.]
chương trình học khá nhiều không có thời gian làm bài tập hiểu hơn về môn học,[1. 0. 0.]
hơi nghiêm khắc khó tính,[1. 0. 0.]
dạy tận tâm nhiệt tình tâm huyết vui tính,[0. 0. 1.]
gửi email không thấy trả lời,[1. 0. 0.]
tận tình dạy dễ hiểu không gây áp lực,[0. 0. 1.]
nên viết bài làm nên bảng sau nên chữa chữ các nhỏ khiến các khác không chép được bài về học,[1. 0. 0.]
lên lớp đúng giờ tính tình vui vẻ,[0. 0. 1.]
có thêm các tài liệu tham khảo,[1. 0. 0.]
không có do không có khả năng tiếp thu môn này thôi,[0. 1. 0.]
thường xuyên nghĩ phải đi học bù,[1. 0. 0.]
nhiệt tình,[0. 0. 1.]
không có điều không hài lòng,[0. 1. 0.]
phải đầu tư thêm thiết bị phòng thực hành,[1. 0. 0.]
rất dễ tính dạy tận tình,[0. 0. 1.]
hài hước nhiệt tình,[0. 0. 1.]
hay nói chậm còn giải thích bằng tiếng việt điều này không thực sự cần thiết,[1. 0. 0.]
tổ chức các cuộc thi liên quan tới kỹ năng giao tiếp,[0. 0. 1.]
nhiều ví dụ hơn,[1. 0. 0.]
giải đáp thắc mắc rất nhiệt tình có tâm,[0. 0. 1.]
giảng dạy đúng trọng tâm,[0. 0. 1.]
nhiệt huyết,[0. 0. 1.]
chấm điểm quá nhiều chưa quá quan tâm đến việc hiểu hay chưa,[1. 0. 0.]
không cung cấp đáp án bài tập,[1. 0. 0.]
phương pháp dạy tốt,[0. 0. 1.]
thiếu nhiệt tình,[1. 0. 0.]
dạy rất hay dễ hiểu,[0. 0. 1.]
vui vẻ dễ hiểu,[0. 0. 1.]
tài liệu môn học còn thiếu cập nhập,[1. 0. 0.]
dạy nhiệt tình có tâm,[0. 0. 1.]
cần có tài liệu đầy đủ,[1. 0. 0.]
ít thực tế,[1. 0. 0.]
hay up tài liệu lên website trường rất chậm thứ học thứ mới up,[1. 0. 0.]
tận tình có kinh nghiệm giảng dạy,[1. 0. 0.]
dùng hệ thống,[0. 1. 0.]
thấy việc này khá bổ ích,[0. 0. 1.]
lớp học rộng rãi giãng viên dạy nhiệt tình,[0. 0. 1.]
không đảm bảo giờ lên lớp nghỉ không thông báo trước làm mất thời gian,[1. 0. 0.]
cần trao đổi thêm thông qua website môn học,[0. 0. 1.]
nhiệt tình thân thiện truyền đạt kiến thức tốt,[0. 0. 1.]
cần tập trung giảng dạy những phần có liên quan đến chuyên ngành sau này hơn,[1. 0. 0.]
giảng dạy dễ hiểu đầy đủ,[0. 0. 1.]
nên giảng kỹ hơn từng dòng từng ký tự câu lệnh biến,[1. 0. 0.]
nhà trường nên bị rèm cửa sổ tránh ánh sáng làm mờ máy chiếu gây khó khăn trong việc báo cáo đồ án cũng dạy học,[1. 0. 0.]
dạy rất tốt giúp học thêm các kỹ năng mềm,[0. 0. 1.]
bài tập quá nhiều làm không kịp,[1. 0. 0.]
không nói bằng micro nên nghe rất khó,[1. 0. 0.]
dễ thương love dạy dễ hiểu vui tính,[0. 0. 1.]
linh kiện máy tính trường cũ hư hỏng nhiều học phí năm học nào cũng tăng,[1. 0. 0.]
chưa tạo động lực thúc đẩy nhiều,[1. 0. 0.]
tăng cường làm bài tập trên lớp,[1. 0. 0.]
cách dạy hơi khó hiểu tí,[1. 0. 0.]
rất cần việc phát triển sau này,[0. 0. 1.]
giảng dạy nhiệt tình tận tâm,[0. 0. 1.]
nên nói chậm tí,[1. 0. 0.]
kiến thức học khá vừa sức,[0. 0. 1.]
việc vừa giảng bài vừa xem dễ hiểu hình tượng ra những gì muốn truyền đạt,[0. 0. 1.]
không dạy chỉ đưa tài liệu tự tìm hiểu thôi,[1. 0. 0.]
dạy nhiệt tình nói qua rất nhỏ khó nghe,[1. 0. 0.]
giảng bài cụ thể,[0. 0. 1.]
dạy rất dễ hiểu vui tính nữa smile,[0. 0. 1.]
có nhóm lên seminar phải có ít nhất ba câu hỏi mới đậu không cần biết câu hỏi gì không đủ ba câu phải làm,[1. 0. 0.]
cung cấp thêm tài liệu phục vụ môn học trình bày rõ mục tiêu bài học sử dụng giờ lên lớp cách hiệu quả hơn,[1. 0. 0.]
lớp học cần đảm bảo số vừa đủ,[1. 0. 0.]
nhiệt tình giảng dạy vui tính dễ chịu,[0. 0. 1.]
giảng dạy có tâm nhiệt tình giúp đỡ giúp hiểu sâu vận dụng các vấn đề học vào thực tiễn,[0. 0. 1.]
giảng dạy nhiệt tình dễ hiểu,[0. 0. 1.]
truyền đạt tốt dạy chậm giúp dễ hiểu,[0. 0. 1.]
trong dạy chỉ hiểu được vài gạch đầu dòng làm vấn đề cũng bó tay,[1. 0. 0.]
xin góp ý thế ạ,[0. 1. 0.]
chưa có sự tương tác tốt lý thuyết,[1. 0. 0.]
dạy đúng giờ dễ hiểu bám sát đề cương,[0. 0. 1.]
thiếu động lực học tập,[1. 0. 0.]
tóm hoàn toàn không hài lòng về chất lượng giảng dạy,[1. 0. 0.]
nên dạy thực hành chỉ cặn kẽ hơn giúp sinh vên nắm bài tốt hơn,[1. 0. 0.]
nội dung thực hành không hỗ trợ nhiều nội dung lý thuyết,[1. 0. 0.]
ngoài ra được mong bổ sung các hướng dẫn giải sơ bộ các bài tập những môn học khác đứng lớp,[1. 0. 0.]
tại trường đang có công trình đang xây nên lúc vào học rất ồn,[1. 0. 0.]
hay tận tình,[0. 0. 1.]
phần thực hành wireshark quá mơ hồ,[1. 0. 0.]
vui vẻ tận tâm nhiệt huyết nhiều kinh nghiệm,[0. 0. 1.]
cách dạy hay,[0. 0. 1.]
hơi có phần cá nhân tiếng hơi khó nghe,[1. 0. 0.]
điểm quá trình chưa thật sự công bằng,[1. 0. 0.]
cái cần đi sâu phân tích do thời gian lịch đưa ra nên đành bỏ qua dạy cái mới kịp chương trình,[1. 0. 0.]
giọng nơi hơi buồn ngủ,[1. 0. 0.]
dạy tài liệu về lý thuyết hơi nhanh,[1. 0. 0.]
nói rất rõ,[0. 0. 1.]
theo cần bị sửa chữa máy chiếu,[1. 0. 0.]
không đến lớp khôg thông báo,[1. 0. 0.]
dạy khá nâng cao cần phát huy có cơ hội được học thêm nhiều hơn,[1. 0. 0.]
nói khó nghe dạy hơi nhanh,[1. 0. 0.]
toàn đến gần thi mới dạy hết chương trình học,[1. 0. 0.]
đưa ra nhiều kinh nghiệm thiết thực về các kỹ năng áp dụng vào đời sống,[0. 0. 1.]
thay đổi đề cương môn học phù hợp tình hình thực tế hiện nay có thể áp dụng liên hệ thực tế,[1. 0. 0.]
cần nhiều bài tập hơn nữa,[1. 0. 0.]
giảng dậy có kết hợp các thông tin mới nhất,[0. 0. 1.]
đôi lúc không vui tính,[1. 0. 0.]
thêm các buổi học ngoại khóa,[1. 0. 0.]
không vừ vựng bài tập thêm,[1. 0. 0.]
