text,label
vui tính thân thiện,2
đã chọn ngành chuyên ngành mới học giới thiệu ngành,0
rất nhiệt tình,2
tài liệu tài liệu bài tập nghiên cứu học tập rất đầy đủ,2
rất nhiệt tình giải đáp những câu hỏi thấy luôn đưa ra bài tập hướng dẫn thực hành đầy đủ,2
rất vui vẻ nhẹ nhàng nhưng vẫn nghiêm túc trong quá trình giảng dạy không gây áp lực,2
đưa thêm các ví dụ trong thực tiễn dễ tiếp thu bài,0
tài liệu đẹp,2
nhiệt tình dạy dễ hiểu,2
rất tận tình,2
dễ thương love dạy dễ hiểu vui tính,2
nên có nước ngoài vào giảng dạy phần kỹ năng nói,0
giảng dạy tốt đạt hiểu quả cao,2
giờ quen miệng nói câu quài,1
chương trình thực hành quá cũ nội dung cũ,0
tăng cường giải bài tập giúp dễ hiểu bài,2
nên duy trì các bài tập thực hành thế này cải tiến bổ sung thêm nội dung nữa phong phú hơn,0
rất tâm huyết,2
nói tiếng anh rất lưu loát nhiệt tình tận tâm,2
hướng dẫn nhận xét về đồ án rất tận tình chính xác,2
đảm bảo giờ dạy trên lớp đầy đủ đúng giờ tận tình,2
nâng cấp thiết bị phòng thực hành,0
dạy rất nhiệt tình thoải mái,2
tận tình,2
cần cung cấp thêm nhiều tài liệu cả tiếng việt lẫn tiếng anh,0
giảng dạy nghiêm túc sử dụng giờ dạy hợp lý,0
kiến thức thực tế cao hiệu quả hơn cách dạy lý thuyết tài liệu,2
về muộn,0
phương pháp giảng dạy tốt dễ hiểu,2
nhiệt tình trong quá trình giảng dạy có thêm video về tự học thêm,2
thoải mái nhiệt tình,2
cần phải có phương pháp dạy hay hơn yếu có hứng thú môn học,0
nên nói chậm quá nhanh không nghe được không theo kịp,0
một người làm sao có thể dạy được tốt,0
phương pháp giảng dạy còn thô không sinh động,0
giảng cần nhiệt tình hơn,0
có nhiệt tình tâm huyết,2
rất thu hút,2
cách dạy tốt,2
phòng học có số lượng quá đông,0
kiến thức dồi dào thường xuyên cập nhật thông tin,2
dạy song song hai lớp cùng lúc không dạy nhiệt tình trường đại học công nghệ thông tin,0
vui tính tận tâm nhiệt tình,2
có thể giảng chậm dễ tiếp thu bài học hơn,0
nhiều bài tập khó làm,0
nghĩ có nhiều hoạt động giao tiếp bắng tiếng anh hay hơn rất nhiều,0
cần phòng thực hành môn học,0
không được làm những chuyện riêng trong lúc dạy thực hành,0
nhiều bài tập khó,0
môn học này rất thú vị có ứng dụng nhiều trong thực tiễn cuộc sống,2
thường xuyên bài tập về nhà nghiên cứu,2
giải bài tập chi tiết,2
dạy rất hay kỹ,2
dạy rất dễ hiểu ạ,2
dạy nhiệt tình tận tâm dễ hiểu,2
thứ hai thấy rằng vai trò trong môn các kỹ thuật trong xử lý ngôn ngữ tự nhiên hơi ít,0
nhưng đôi dạy quá giờ mệt mỏi không kịp tiếp nhận kiến thức lỡ bài,0
dạy rất nhiệt tình cảm ơn,2
gần gủi,2
dạy rất hay nhiều phần sinh động,2
thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án,0
sử dụng bảng liên tục ghi chép từ tài liệu trong khoảng thời gian đứng lớp làm tiết học rất chán buồn ngủ,0
nhiệt tình hết trong công việc giảng dạy,2
khá giỏi dạy kỹ sâu,2
nói nhanh làm rối hơn giải thích diễn đạt khó hiểu,2
thuyết trình còn hơi buồn ngủ chưa hấp dẩn lắm,0
giảng dạy cụ thể có nhiều dẫn chứng minh họa,2
muốn môn học gần thực tế qua các ví dụ,0
những bài giảng thiết thực kèm theo những hình thức học tập mới lạ làm cảm thấy bớt căng thắng học,2
tiết học rất vui,2
mong yêu thương tất cả học trò,0
đề nghị xem việc chấm chéo đồ án báo cáo chéo đồ án,0
dạy có tâm nhiệt tình chấm điểm công bằng,2
tạo niềm vui bọn lý thuyết bọn rất đuối sức,2
nên giao nhiều bài tập ngữ pháp về nhà,0
ít bài tập về nhà,0
rất nhiệt tình giảng dạy tốt dễ hiểu,2
vui tạo cảm hứng hoạt động trong lớp rất thích,2
rất vui tính,2
tận tụy bài giảng dễ hiểu,2
có cách giảng dạy lưu loát truyền đạt dễ hiểu,2
nội dung truyền đạt rõ ràng có kiểm tra định kỳ giúp ôn bài hiệu quả,2
đồ án quá rộng liên quan đến các nghiệp vụ phức tạp không hiểu rõ cũng không có chỉ dẫn cụ thể dữ liệu kiểm tra,0
vui tính dạy kỹ,2
dạy dễ hiểu tận tình,2
tâm lý,2
cung cấp đủ tài liệu về môn học tâm huyết lớp,2
quá chuyên nghiệp,2
lên lớp trễ nghỉ không thấy thông báo,0
nên những đề thi thử môn tiếng anh sao gần tương tự trong đề thi thật kết quả học tập nâng cao,0
giải bài tập,1
thêm nhiều bài tập hay gặp thi học kỳ,0
dạy toàn đọc tài liệu lúc học lúc học di động học học tùm lum không thống nhất lớp khác,0
chưa đi sâu vào bản chất vấn đề chỉ học thôi không biết bản chất nó gì nó có ứng dụng gì sau này chuyên ngành,0
tận tình chu đáo truyền đạt dễ hiểu,0
chăm lên lớp giảng dạy tận tình,2
nhiệt tình hài hước,2
cung cấp những thông tin rất mới rất có ích cả về học tập làm việc sau này,2
có kiến thức sâu rộng nên truyền đạt nhiều kiến thức rất hay,2
giảng bài tâm huyết dễ tiếp thu,2
xin có ý kiến lý thuyết dạy chậm hơn so thực hành rất nhiều,0
điều này tốt làm quen quy trình làm việc thực tế,2
nhiệt tình giảng dạy hay dễ hiểu,2
không khí lớp học không được sôi động năng nổ,0
tài liệu bài giảng còn lẫn lộn anh việt phần tiếng việt dùng dịch nên đọc không hiểu,0
thay đổi cách giảng dạy giờ thực hành,0
đôi nào bận muốn về trước vẫn,2
có giới thiệu một vài buổi giới thiệu nghề nghiệp,2
chưa chủ động trong việc đưa kiến thức,0
không ít bộ phận dạy không đúng giờ hoặc nghỉ dạy đột suất,0
mang tính thực tế,1
dạy tốt dễ tiếp thu có chất lượng tuyệt,2
tận tâm nhiệt tình dễ tính,2
không ngờ môn này chán đến không học được gì từ môn này dạy chán kinh khủng hay đi trễ từ phút không nhiệt tình,0
bài giảng thiếu sự thu hút,0
giọng hơi nhỏ đều đều làm buồn ngủ,0
nhiều kiến thức hơn,0
điểm danh đúng giờ,2
dạy hay vui nhiều phần bồ sung có tính thực tiễn cao,2
giảng hay dễ hiểu có nhiều ví dụ,2
nên sửa các bài tập về nhà,0
truyền đạt tốt,2
làm bài tập dễ hiểu,2
tạo được nhiều hứng thú hơn trong giờ học đòi hỏi nhiều kiến thức chuyên sâu này,0
chưa chuẩn bị đủ kiến thức cũng tài liệu,0
nhiệt tình sẵn sàng giảng các kiến thức chưa nắm được học lý thuyết,2
rất tận tình có tâm quan tâm đến việc học,2
cần tăng thêm số lượng thiết bị thực hành,0
theo nghĩ ứng dụng thực tế được nhiều viễn thông vệ tinh nước cũng đang phát triển chỉ môn này chưa đi sâu vào lĩnh vựa này nên làm bị mơ hồ chưa nắm được trọng tâm môn học,0
nên không gây quá nhiều áp lực,0
điểm,1
rất nhiệt tình năng nổ,2
truyền đạt kiến thức chưa tốt,0
nâng cấp phòng máy thực hành,0
không học được bất kỳ kiến thức gì ở môn này,0
có hệ thống bài tập trên,2
cần phải truyền đạt tốt hơn,0
nhiều bài tập rất hay bổ ích,2
luôn quan tâm đến luôn nhắc nhở giám sát quá trình,2
truyền đạt tốt nhiệt tình thân thiện,2
thời gian thực hành cần nhiều hơn,0
đôi giảng dạy quá nhiệt tình quên mất cả thời gian hết giờ học vẫn dạy thêm phút,0
có khả năng truyền đạt tốt giảng dạy kết hợp luyện tập các kỹ năng cơ bản trong môn học rất linh hoạt hấp dẫn có sự nhiệt tình lớn,2
có trình độ chuyên môn rất tốt,2
vui vẻ nhiệt tình tạo cơ hội được gắn kết cũng trau dồi kỹ năng nói tiếng anh nhiều hơn,2
tài liệu cung cấp đầy đủ cụ thể,2
không đáp ứng đủ số buổi học,0
nên giải thích kỹ hơn,0
nên tập trung vào các vấn đề cần biết trên lớp các hiểu rõ hơn bài tập,0
chưa bám sát,0
đề kiểm tra không đầy đủ,0
rất vui tính nhiệt tình,2
cần phải nói rõ hơn giới thiệu phân tích ví dụ minh họa,0
nhiệt tình tâm huyết tương tác nhiều,2
nhiệt tình tận tâm hướng dẫn,2
theo ý kiến đầu ra tốt nghiệp bằng cấp theo các chương trình ngoại ngữ bằng cấp hay nghĩ nên phần tự lo học tiếng anh tiếng anh tiếng anh phải học thêm mấy cái mất một khoảng thời gian,0
thời gian chưa được đảm bảo,0
giảng lý thuyết khá chung chung trừu tượng khó áp dụng kiến thức,0
nói nhỏ hơi khó nghe,0
nâng cao chất lượng phòng máy,0
nên cung cấp nhiều kiến thức thực tế qua các bài tập thực hành,0
có nhiều hoạt động trong lớp học khiến môn học dễ tiếp thu hơn,2
những thông tin mới nhất liên quan đến ngành luôn đến qua những tiết giảng dạy,2
dạy nhiệt tình dễ hiểu,2
cần đi sâu vào vấn đề,0
đảm bảo thời gian dạy bài tập nhiều rèn luyện,2
ít nghe,0
nên có deadline cụ thể từng bài lab,0
tận tình hướng dẫn học tập hiệu quả,2
dạy nhiệt huyết thế nào vẫn luôn mỉm cười kiên trì giảng bài đến hiểu,2
những nội dung muốn truyền đạt đều rất có ích quá trình làm việc sau này,2
hệ thống loa không rõ,0
đề xuất nên bỏ một số phần giảng lý thuyết ra có thời gian làm bài tập nhiều hơn,0
dạy hơi nhiều nhưng làm bài tập tốt sát đề,2
dạy quá dở,0
không sử dụng khóa học gây khó khăn hay chém gió giọng giảng không rõ ràng,0
thân thiện dạy nhiệt tình,2
thông báo ngày nộp bài tập báo cáo quá trễ,0
nên hướng dẫn làm bài tập nhiều hơn học lý thuyết quá nhiều,0
nên số lượng bài tập vừa phải giải chậm sâu ở mỗi dạng toán đặc biệt những dạng toán khó,0
lượng kiến thức nhiều nên gây sự khó hiểu không tiếp thu kịp,0
một số nội dung lướt qua khá nhanh,0
tăng cường làm bài tập trên lớp,0
nên dành thời gian sửa bài mới làm bài mới,0
dạy nhiệt huyết,2
giảng bài dễ hiểu áp dụng làm bài được ngay,2
theo nghĩ anh văn cần tiết đủ,0
giảng hay đưa ra ví dụ dễ hiểu,2
nên thông nhất nội dung từ đầu năm học,0
không gặp đủ buổi học thực hành,0
giảng bài không sát đề thi,2
hơi khó bài tập hơi nặng những không chuyên ngành,0
chơi trò chơi,1
nhiệt tình giảng kỹ phần quan trọng,2
lớp đã nghỉ tuần liên tiếp chưa tính một vài ngày nghỉ khác,0
cách giảng dạy còn nhiều khó hiểu,0
dạy rất nhiệt tình,2
giảng dạy dễ hiểu tận tâm,2
chưa có trình độ giảng dạy cao nên việc giảng giải vấn đề có nhiều lúc chưa rõ,0
thời gian hướng dẫn thực hành quá ít so môn học,0
bài giảng thú vị dễ hiểu khả năng truyền đạt kiến thức tốt,2
dạy giỏi quan tâm tới vui tính mong ngày nào dạy lớp,2
nhiệt tình tận tâm quan tâm đến,2
tài liệu môn học nên cập nhật thường xuyên,0
tâm huyết bài giảng,2
tận tâm nhiệt tình,2
thêm bài tập về nhà tốc độ giảng giải cần chậm hơn,0
nhờ nhà trường cấp thêm quạt,0
bài học khá hữu ích,2
dạy hấp dẫn hay,2
làm nhiều đồ án bài tập liên quan tới môn học,2
nhiệt tình dễ chịu,2
cần tài liệu về đọc,0
luôn bài tập cực nhiều,2
giảng dạy hài hước giờ làm bài tập nhiều nên nắm kiến thức vững hơn,2
giảng dạy nhiệt tình dễ hiểu luôn khuyến khích học tập tốt sử dụng hiểu quả giờ lên lớp,2
nhiệt tình tận tâm,2
dạy nên có ví dụ bài tập hướng dẫn chi tiết cụ thể hơn,0
quá theo sách,0
dạy học,1
cải thiện thiết bị,0
thân thiện tận tâm,2
cần chú ý thêm về vấn đề lịch thi kỹ năng nói thông báo biết chuẩn bị trước nội dung thi,0
dạy rất dễ hiểu qua các ví dụ thực tế demo trên lớp,2
nội dung thực hành khó,0
rất nhiệt tình giảng bài dễ hiểu,2
hướng dẫn chủ động tìm hiểu nhiều kiến thức,2
ít bị kiến thúc ngữ pháp vững vàng ít làm bài tập ngữ pháp trên lớp một buổi học quá nhiều kiến thức không tiếp thu kịp áp lực sửa bài tập nhanh chỉ nói bằng miệng nên ít ghi chép nhớ lâu,0
nhiệt tình dễ tính,2
khá nhiệt tình thường xuyên trao đổi thông qua kênh website môn học,2
đảm bảo thời gian trên lớp tạo điều kiện trong quá trình thực hành thi thực hành,2
phòng máy không đảm bảo nhiều máy bị hư phải mang laptop theo rất cực,0
lên lớp không đúng giờ giấc thường xuyên đi trễ,0
cực kỳ nhiệt tình,2
hơi bắt bẻ,0
giảng hơi khó hiểu,0
cần sắp xếp phòng học phù hợp số lượng tiếp thu tốt hơn,0
vui vẻ thân thiết tạo cảm giác thoải mái,2
giảng không hiểu bài,0
tích cực giúp đỡ đảm bảo giờ lên lớp,2
không hướng dẫn tận tình,0
thiết kế bài giảng dễ hiểu cuốn hút hơn,0
cực kỳ tận tâm nhiệt tình giảng bài rất dễ nhớ,2
tạo ra môi trường có cơ hội thực tập khả năng thuyết trình,2
nói hơi nhỏ khó nghe,0
ảnh hưởng đến tiến độ học tập quỹ thời gian do học bù,0
có hướng dẫn vào lúc thực hành,1
dạy rất tốt dễ hiểu,2
không làm đồ án,0
được kể thêm truyện ngày xưa vào những lúc giải lao,1
nói hơi chậm còn rườm rà dẫn đến nhiều không hiểu hết vấn đề nói,0
đúng giờ,2
tận tình up tài liệu trên nhiều rất tiện việc theo dõi cả song ngữ,2
thời khóa biểu linh hoạt phù hợp đang đi thực tập,2
ít dạy từ mới cấu trúc ngữ pháp,2
hơi nhiều bài tập,0
hay lan man dạy những thứ không cần thiết,0
các ví dụ về định nghĩa giao thức tổ chức mạng rất gần gũi dễ hiểu,2
giải thích rõ nội dung mỗi bài trước thực hành giải đáp các thắc mắc trong quá trình thực hành,2
dạy nhiệt tình rất hài lòng,2
rất gần gũi giúp đỡ,2
vui vẻ,2
dạy tận tâm nhiệt tình tạo nhiều điều kiện giúp đỡ hỗ trợ học tập tốt môn học,2
thân thiện truyền đạt nội dung tốt,2
thật sự một dạy học rất có tâm,2
dạy dễ hiểu tận tình,2
chương trình dạy kiến thức cực kỳ tốt ứng đáp trôi trải câu hỏi,2
khả năng truyền đạt còn gây khó khăn,0
dạy nhiệt tình thân thiện,2
tận tâm nhiệt tình quan tâm,2
nhiệt tình vui vẻ phương pháp truyền đạt kiến thức rất hiệu quả,2
không nên ràng buộc về kỹ thuật sử dụng trong báo cáo,0
mong dạy bài tập đưa lý thuyết nhẹ vào,0
ít trình bày kiến thức cần thiết gợi ý nhưng gợi ý khá ít gây khó khăn,0
nhiệt tình giúp đỡ,2
giọng nói hơi nhỏ khó tiếp thu,0
nội dung môn học cần rõ ràng hơn nữa biết môn học học cái gì khả năng tiếp nhận kiến thức,0
dạy rất nhiệt tình nhiên việc dạy quá giờ lên lớp khiến nhiều gặp khó khăn trong việc học dạy vượt qua tiết khiến nhiều phải sang học tiết khác bỏ qua rất nhiều bài giảng dẫn đến việc học không hiệu quả,0
hòa đồng vui vẻ giảng dạy rất có tâm,2
nên giảng bài có trọng tâm hơn,0
kế hoạch giảng dạy tốt,2
dễ tính,2
lớp thường xuyên thay đổi không đồng nhất nhiều hôm nghỉ học không thông báo trước,0
chia sẻ kiến thức thực tế,2
dạy quá tệ,0
mời doanh nghiệp chỉ dẫn lập trình trên một ngôn ngữ mới nhưng các anh chị bên doanh nghiệp chỉ dẫn quá nhanh nên không theo kịp,0
nên có thêm nhiều bài tập về nhà củng cố kiến thức,0
dễ cảm thấy chán ớn,0
dạy nghiêm túc nhưng rất dễ chịu hay pha trò làm sôi nổi không khí trong lớp đáp ứng đầy đủ kiến thức môn học,2
đề cương thực hành chi tiết,2
giảng dạy tốt nhiệt huyết,2
tâm huyết vui vẻ nhiệt tình giải đáp thắc mắc,2
nên có một số bài thực hành về source luôn bỏ mấy bài lý thuyết linh tinh đi,0
nhiệt tình tất cả các câu hổi ý kiến,2
tận tâm sẵn lòng giúp đỡ giải đáp thắc mắc,2
giảng bài khó hiểu nên tự học chính,0
cách giảng dạy rất dễ hiểu cũng rất quan tâm,2
dạy truyền cảm,2
rất nhiệt tình tâm lý dễ thương luôn luôn tạo nhiều cơ hội ghi điểm tạo mọi điều kiện trao đổi thảo luận về bài giảng trên lớp cũng kiến thức liên quan đến môn học,2
giảng dạy chi tiết trong quá trình học,2
rất nhiệt tình giảng dễ hiểu,2
rất nhiệt tình tận tâm nhưng cách giảng bài làm nhiều khó tiếp thu tất cả đều có trong tài liệu chủ yếu chỉ nói trong tài liệu rất khó hiểu,2
hơi nhanh,0
thời lượng thi ít khiến nhiều câu bỏ trống,0
không nên thêm vào môn này,0
dạy rất buồn ngủ,0
các tài liệu bài giảng thường xuyên sử dụng xen kẽ tiếng anh việt một cách không thống nhất gây khó hiểu,0
mong luôn,2
giảng dạy rất nhiệt tình chăm chỉ được thưởng xứng dáng lười biếng không đi học bị trừng phạt thẳng tay,2
tận tâm hướng dẫn,2
nhiệt tình,2
thương,2
nên có phòng thực hành mô phỏng lý thuyết đã được học từ dễ hiểu hơn nhớ lâu hơn,0
chưa tạo được sự phấn khởi không khí học tập năng động náo nhiệt,0
làm nhiều bài kiểm tra quá,0
có vẻ quá hiền,1
nhiệt tình phương pháp thực hành hay hiệu quả,2
nhiệt tình trả lời thắc mắc,2
có thể nói to hơn một chút được không ạ,0
người rất nhiệt tình quan tâm,2
tiếp nhận tốt phần thực hành khác hẳn lý thuyết,2
nội dung bài thực hành hay truyền đạt rất tốt,2
cần thêm thiết bị làm các bài tập thực hành về ảo hóa quản trị,0
không có gì hài lòng,0
nâng cao kiến thức rất tốt giảng dạy dễ hiểu,2
bỏ môn này hoặc đưa ra chương trình học đơn giản dễ hiểu hơn nắm chắc còn hơn học nhiều chẳng được bao nhiêu,0
nghỉ dạy không báo trước,0
nhiệt tình trong việc giảng dạy ngoài ra còn tạo nhiều động lực ví dụ cộng điểm quá trình giơ tay làm bài tập,2
hướng dẫn dễ hiểu hết,2
có một lần cúp điện không dùng tài liệu giảng bài thấy dễ hiểu hơn nhiều,1
đến lớp đúng giờ vui tính,2
dạy dễ hiểu nhiệt tình,2
dạy có phần nhàm chán,0
không học này ạ,1
không ai có thể không hài lòng về cách dạy trừ những không đi học,2
phòng thực hành cần nâng cấp các bộ kit thực hành chưa hiệu quả,0
dạy kiến thức đủ làm bài thi hiểu về giải tích đạt được kết quả tốt trong kỳ thi,2
tận tâm nhiệt tình dạy dễ hiểu,2
lên lớp trễ khoảng gần,0
rất vui tính giảng hay kỹ,2
phân bổ thời gian không hợp lý lắm trong từng phần chương trình học,0
nói nhỏ quá smile,2
cách giảng dậy rất khoa học đơn giản dễ hiểu,2
giảng bài dễ hiểu,2
thân thiện lắng nghe,2
cần nói nhiều hơn dạy,0
tài liệu chưa có hợp lý,0
tận tâm giảng dạy tốt,2
dạy hay dễ hiểu bài tập nhiều nhưng thường quá giờ quy định,2
phòng thực hành không đảm bảo phục vụ môn học các phần mềm chương trình không còn phù hợp nữa,0
nói chung dạy toán tuyệt,2
nên dạy nhiều ví dụ hơn,0
dạy rất nhiệt tính tận tâm tận lực giải thích từng câu giúp hiểu rõ vấn đề rất thích dạy môn này,2
dạy quá nặng môn học tiết kéo dài lên tiết không tiếp thu hết được kiến thức truyền đạt,0
nhiệt tình giảng dạy theo hướng mở có thể tự nghiên cứu thêm ngoài chương trình,2
tuyệt vời,2
nhiệt tình quan tâm sâu sắc,2
cập nhật rất nhanh các tin tức công nghệ,2
tài liệu nhiệt tình,2
môn học này giúp hiểu ra những vấn đề cơ bản,1
tận tình có hướng dẫn ôn tập,2
mong lên lớp đừng muộn quá,0
giảng dạy tận tình áp dụng bài học vào thực tế,2
giảng rất hay thu hút,2
nói rất rõ ràng dễ nghe,2
vui tính nhiệt tình,2
nhiều không hài lòng cách sắp lịch học cách ra bài tập thực hành,0
tiếc học kỳ không đăng ký được lớp lập trình,2
tạo hứng khởi học tập,2
không vừ vựng bài tập thêm,0
lên lớp đúng giờ,2
tiếng anh đẹp gái quá,2
dễ hiểu xinh gái,2
thay làm kiểm tra làm trên lớp thuận tiện hơn,0
còn vui vẻ tận tâm nữa nên rất quý,2
dạy nhiệt tình kết hợp nhiều ví dụ cụ thể làm bài giảng dễ hiểu vui vẻ trong quá trình giảng bài,2
nên xem xét bài giải,0
đến gần cuối kỳ vẫn khá nhiều không biết nên làm gì đồ án kiểu gì mới đúng ý,0
không bài tập về nhà phần học thực hành có độ dễ chênh lệch rất nhiểu so lý thuyết,0
nên thêm nhiều dạng bài tập những phần được học ở gần cuối kỳ chuỗi cấu trúc,0
không chỉ dạy về mặt kiến thức còn một cái nhìn về cách sống một con người qua mặt đạo đức tính nhân bản con người,2
nên tăng cường các kỹ năng nghe nói,0
nhiệt tình tận tâm giảng hay dễ hiểu tuyệt vời,2
giảng dạy tận tâm dễ hiểu truyền đạt liên hệ thực tiễn,2
giảng dạy ngắn gọn dễ hiểu đi thẳng vào trọng tâm,2
nói chuyện điện thoại nhiều hơn giảng dạy,0
thường xuyên bài tập về nhà củng cố kiến thức,2
gần gũi vui vẻ giải đáp thắc mắc,2
môn học cần có một lượng bài tập lớn người học muốn hiểu được vấn đề cần làm nhiều bài tập thế môn học cần có thời gian làm bài tập sau mỗi phần có thể ôn những gì đã học trong các tuần trước,0
giảo viên hài hước giảng kiến thức dễ tiếp thu,2
vui vẻ biết lắng nghe ý kiến,2
nên rút gọn kiến thức,0
cập nhật kiến thức thực tế,2
nên tăng thời lượng tiết buổi thành tiết buổi tiếp thu nhiều kiến thức hơn,0
tương tác rất nhiều giải đáp mọi thắc mắc về kỹ thuật lập trình hay liên quan đến máy tính,2
cảm ơn đã nhiệt tình hỗ trợ giảng các nội dung lý thuyết lướt qua,2
rất hay,2
dạy nhiệt tình có pha chút hài hước lớp thoải mái,2
giao viên dạy rất nhiệt tình,2
nên phân bổ thời gian hợp thực hành sớm hơn sau vào học chính khoảng một tháng cần tránh các ngày thi giữa kỳ ngày lễ vừa nhiều hôm thực hành trúng vào các ngày này phòng thực hành còn nóng bụi bặm máy chiếu vẫn thấy khá mờ ngồi xa hay trời sáng quá không thấy rõ,0
thực hành nghỉ quá nhiều buổi không nhiệt tình trong việc hướng dẫn chỉ đưa bài lab thôi không có sự tương tác trong lớp học dẫn đến lớp nặng nề tốn thời gian,0
giảng dạy rất nhiệt tình chi tiết tường tận nhiều ví dụ cụ thể thực tế rất hay,2
nên bổ sung thêm tài liệu,0
giảng bài tiếp thu tốt,2
thấy hơi gia trưởng nghĩ chắc tại còn nhỏ nên cái suy nghĩ nó hơi khác thế hệ đi trước giọng hơi khó nghe,0
rất tận tâm nhiệt tình,2
nhà trường nên bị rèm cửa sổ tránh ánh sáng làm mờ máy chiếu gây khó khăn trong việc báo cáo đồ án cũng dạy học cần nâng cấp hệ thống wifi vào phòng thực hành wifi không sử dụng được buộc phải ra bên ngoài làm bài,0
dẫn đến việc tiếp thu kiến thức làm bài tập rất khó,0
dạy về lý thuyết hơi khó hiểu khó tiếp thu lắm,0
cần có nhiều ví dụ,0
rất tâm huyết chuyên tâm dạy,2
dạy cực vui kiến thức đầy đủ gần gũi,2
phòng thực hành nên nâng cấp máy tính,0
hướng dẫn rất tận tình,2
có đôi lúc giảng nhưng không hiểu,0
phương pháp giảng dạy tốt,2
câu văn trong bài giảng khó hiểu không diễn đạt rõ ràng ý nghĩa,0
có lúc làm bài sai nói làm hơi tự ái,0
thực sự cảm thấy phút thi giấy đề thi quá sức dường không một ai có thể hoàn thành rất nỗ lực,0
điểm danh lúc đầu giờ cuối giờ mới điểm danh mấy colonsad,0
up tài liệu chậm,0
dạy nhiệt tình đúng giờ,2
nghĩ môn học không cần thiết ạ,0
cần cập nhật tài liệu,0
vào lớp muộn ra trễ,0
gọi nhiều giải bài,2
dạy vui vẻ cởi mở,2
nhiệt tình phương pháp giảng dạy hiệu quả,2
nhiệt tình rất gần gũi,2
chưa giúp phát triển được tốt nhất khả năng,0
tận tâm,2
giải đáp thắc mắc không bao giờ dạy hụt bài,2
không liên quan hay hỗ trợ gì ngành học,0
dạy vui tính hứng thú trong học tập,2
dạy rất tận tình,2
các phần tiếng việt trong tài liệu được ghi một cách khó hiểu không rõ ràng nhiều chỗ trong tài liệu bài giảng có vẻ được dịch bằng dịch từ năm,0
nhiệt tình thân thiện,2
rất nhiệt tình giảng rất kỹ càng,2
không có hoạt động nhóm,0
tận tâm nhiệt tình giảng dạy rất chi tiết nội dung bài học,2
thảo mai,2
nên giảng kỹ hơn nữa,0
tự nghiên cứu quá nhiều,0
tuyệt vời,2
dạy tận tâm nhiệt tình,2
dạy hơi gây buồn ngủ,0
tạo nhiều trò chơi giúp đỡ thấy nhàm chán,2
hiếm có nào truyền đạt cảm hứng học tập cả kiến thức bổ ích,2
điểm chấm bài tập không công bằng,0
cần dạy lý thuyết trong phòng máy được thử nghiệm những gì vừa học ngay sau học lý thuyết suôn rất chán không tiếp thu được gì thực hành hầu không liên quan tới lý thuyết,0
chép bài nhiều quá nhưng không sao,1
chỉ học qua chứ không thu lượm được điều gì mới,0
máy nghe nên được bị tốt hơn phòng học nên sáng hơn,0
khả năng truyền đạt tốt hướng dẫn cụ thể,2
chưa giúp có thể làm việc nhóm nhau,0
truyền đạt kinh nghiệm thực tế nhiều,1
nhưng trong không hiểu một chút gì về môn học đang giảng dạy chép vào làm gì,0
không thông báo nhiều lần lên trường về mất thời gian,0
thân thiện nhiệt tình,2
quạt phòng bị hư nên học hơi bị nóng,0
đồng thời nên giảng giải kỹ hơn cụ thể hơn các bài toán đã,0
dạy dễ hiểu giải bài tập hướng dẫn đầy đủ nhiệt tình,2
nghĩ nên nhiều bài tập về nhà hơn,0
hơi nhanh nhưng vẫn theo kịp được,1
dạy hướng dẫn làm đồ án rất tốt rất nhiệt tình luôn giải đáp các câu hỏi rất nhanh,2
dạy thêm nhiều kiến thức hay chia sẻ lớp nhiều kinh nghiệm đã từng học đi làm thấy rất hứng thú,2
cung cấp nhiều kiến thức mới dạy tận tâm nhiệt tình,2
cách giảng dạy chưa thực sự gây hứng thú,0
rất nhiệt tình thân thiện vui tính cách giảng dạy rất dễ hiểu,2
truyền đạt kiến thực tốt dễ hiểu,2
tốt tận tình,2
vui nhiệt tình tận tâm giúp đỡ,2
nên cập nhật mới tài liệu ví dụ video học tập hay bài giảng chẳng hạn,0
giải đáp kịp thời những thắc mắc,2
gần gũi vui vẻ,2
tệ,0
dạy dễ hiểu kể chuyện vui,2
tận tâm nhiệt tình truyền đạt kiến thức dễ hiểu,2
cảm thấy khá bức xúc nhưng truy ra lỗi ai tự nhận một phần về,0
thêm nhiều bài tập hay,1
nên bỏ môn học này nó không sát chương trình học,0
giọng nói khó nghe,0
cứ đồ án liên quan đến môn học thi cũng dựa theo đồ án ra đề vừa giúp hiểu cặn kẽ vừa đỡ tốn thời gian ngồi học lý thuyết vô bổ học xong quên sạch không đọng được cái gì,2
nói còn nhỏ,0
truyền đạt hiệu quả,2
nào chê nghĩ nên xem cách học,2
rất nhiều bài tập đảm bảo lượng kiến thức đủ giảng dạy rất nhiệt tình,2
chỉ bài tận tình,2
giảng kỹ chi tiết,2
đã nhận xét chỉ nói theo cách hiểu nội dung thuyết trình đã chán không có sản phẩm demo giới thiệu,0
mong muốn được tiếp tục học môn cấu trúc rời rạc,0
bài tập quá nhiều làm không kịp,0
dạy hay ứng dụng thực tế,2
nhiều phần học không kỹ nên khó khăn trong thi,0
dạy dễ hiểu nhiệt tình,2
hoặc thấy bất tiện trường nghĩ trường cần có một phòng chuyên môn luôn có một có thể chủ động hỏi thực hành mỗi cần thiết,0
dành nhiều thời gian làm bài tập,2
