Token,Frequency,TF-IDF
xấu,5,0.00014464147653836767
thâm,5,0.0002422452347558719
phạt,5,0.00017529551562993391
tắt,5,0.00015860301387515726
đua,5,0.00014518766638395888
mát,5,0.00015824202835414564
phiên,5,0.00016936499562292636
phim,5,0.0001955202235746986
pha,5,0.00018287901564918745
tùy,5,0.00015542655001265574
dục,5,0.00017070027974309422
nực,5,0.00018795691770700276
loát,5,0.00021413925388917234
ấn,5,0.0001751957419217984
bây,5,0.0001868858912850983
quốc,5,0.00015243353943285602
lung,5,0.00021468987176104736
bặm,5,0.0001322380911751996
khởi,5,0.00023617120034124037
rạc,5,0.00019551008362608027
hiếm,5,0.00017048172762611005
lạnh,5,0.00017429440346792906
gián,5,0.0001517124605841442
hẳn,5,0.0001771871009304946
ba,5,0.0001397847008940973
đọng,5,0.00014958045869115343
truy,5,0.00015142400584099283
lễ,5,0.00018700512606478227
biên,5,0.00017819013308533615
thừa,5,0.00016321017729187395
tràn,5,0.00018389712491002046
hái,5,0.00022045433391429926
thư,5,0.00011558637803732524
dừng,5,0.00012177375649125125
nha,5,0.0002467956955037765
clip,4,0.00011583897694855708
khớp,4,0.0001329566974538645
bụng,4,0.00024736695303627815
chấp,4,0.0001278908960954054
am,4,0.0001748397272051362
êm,4,0.00013787702998719448
gấp,4,0.00012708061965535351
ngán,4,0.00011623215533520315
thỏa,4,0.00013673388210253234
thắng,4,0.00014865558163110881
tán,4,0.00014651230202252728
mảng,4,0.00014410596683576306
chang,4,9.669832520404402e-05
dàn,4,0.0001593779289473497
chửi,4,0.00014971854489496857
yên,4,0.00012105719633278623
tuổi,4,0.00017117774510114298
ngừng,4,9.724651907958515e-05
khúc,4,0.00013307800237166565
dồn,4,0.00016860443692792474
vệ,4,9.85083337187258e-05
ước,4,0.00019555546432523539
thận,4,0.00016899795497791442
đợt,4,0.00011330585685919601
đau,4,0.0001520675902923419
vai,4,0.000107146020321189
quán,4,0.0001439026617011929
mã,4,0.00013346494100232594
lối,4,0.0001421147603642167
cẩn,4,0.00016899795497791442
la,4,0.00015366712268181375
phối,4,0.00018501142652725314
điển,4,0.00014540577689511292
đuối,4,0.00017046718410608389
kẹt,4,0.00011191156310005765
hóc,4,0.000113397886136656
gộp,4,0.0001318769164149023
lau,4,9.565614161026175e-05
chặt,4,0.000128939604174483
chết,4,0.00020474710348432543
quanh,4,0.00014327259714815097
kê,4,0.00010659305205174701
hạnh,4,0.00018479751040202829
lồng,4,0.00013457644012913105
đành,4,8.391580908211261e-05
thách,4,0.00020643953755624493
thác,4,0.00014267686409771875
tôn,4,0.00015807468267480958
surprise,4,0.00017881129071501033
thắn,4,0.0001769940530700741
hợt,4,0.00013061327634781466
hoang,4,0.00012182825176304586
hu,4,8.23162879689074e-05
mực,4,0.0001246090672444557
bút,4,5.016724665143287e-05
hụt,4,0.00012545757544765048
lương,4,0.00014008660782664515
lơ,4,0.00013865306992977955
hoài,4,0.00016614185366640782
nhẫn,4,0.00019674156876758303
giữ,4,0.00014108498906708578
dư,4,0.00014601295595878676
hủy,4,0.00013858750511479512
giơ,4,9.873327525382886e-05
nhảm,4,0.00012417603918449675
vốn,4,0.00011598923458030732
lửa,4,0.00020285552411115928
ngỡ,4,0.00014348762419308278
đạo,4,0.00017110110485126867
đươc,4,0.00015022809885012286
thô,4,0.00014796027765606257
dò,4,0.00015216555690241937
thưởng,4,0.00011960413553177724
giành,4,0.0001225470444297906
vở,4,0.00018895379425359871
thuần,4,0.00013618310012799748
vượt,4,0.0001489426288524931
tỷ,4,0.00010420617687410119
chăng,4,0.00013192945529521413
xài,4,0.0001045565077805781
lười,4,0.0001392170481231227
hời,4,0.00013061327634781466
nam,4,0.00010149891027381048
thói,3,0.00012670130275933096
vê,3,0.00015012378257131762
bạch,3,0.0001243253036806953
phận,3,0.00011482530215428574
gồm,3,8.334785161688324e-05
tan,3,0.00014969329173766176
thua,3,0.00010626701814430982
uyên,3,0.00013205775943154823
tươi,3,0.00013572095175721385
cỡ,3,8.16539374618721e-05
tiếc,3,0.00012361224954143292
bầu,3,0.00013794212326952913
ca,3,8.86633972605743e-05
phủ,3,9.005240002724543e-05
vàng,3,8.106245189234638e-05
da,3,0.00010321563918079921
thoáng,3,0.0001669160493089023
tui,3,0.0001546806459151706
cắt,3,8.887327646883493e-05
hào,3,0.0001060463351059936
hàm,3,8.393992108830006e-05
tung,3,0.00011834059107379311
cổ,3,8.31390032735296e-05
soát,3,0.00012000391888997913
trào,3,0.00010356764009382658
tròn,3,0.00010743137841485499
cốt,3,0.00010896312859212017
hẹp,3,0.00010156191432485564
xưng,3,7.56644489727725e-05
siêng,3,0.0001575612645549524
share,3,0.00017778596471982217
xộn,3,0.00015056587219421056
xứng,3,9.980850856193039e-05
khỏi,3,9.761890620628708e-05
rễ,3,0.00021642447921862523
tai,3,0.00011396377221359285
hôi,3,8.898886109877995e-05
hiều,3,0.00010566896374417307
rập,3,0.00011149414411510317
truyện,3,0.00013728064293233355
hoc,3,0.00011519166719661625
ép,3,0.00010569148291857545
hiêu,3,0.0001621951495555244
dân,3,0.00010881682580893341
khâu,3,8.775772238617347e-05
thày,3,0.00020476967324641634
hihi,3,0.00017517688001453277
quà,3,0.0001218467290050161
in,3,0.00010724322664914236
hàn,3,0.0001367226410482829
bẩn,3,0.00012942936864024617
ngột,3,9.665924531204235e-05
dí,3,0.00011082531610628616
chụp,3,0.0001027835151671939
nhắm,3,0.00011112371820121549
lõi,3,0.00010896312859212017
cây,3,0.00011824910137639389
nhồi,3,8.720203802328101e-05
dọn,3,7.97236387433892e-05
màng,3,0.00012835467119980975
mượn,3,0.00013375593105553017
dỏm,3,0.00011082531610628616
chổ,3,9.833320759174166e-05
não,3,6.995365092625329e-05
lâm,3,0.0001367226410482829
mông,3,0.00013229052509146642
nạp,3,0.00011902446857226204
dở,3,0.0001934250049813875
dơ,3,7.52716406170531e-05
ưu,3,0.00011482042189009933
đấu,3,0.00010376686377588758
đức,3,0.00012184203866929014
nghèo,3,8.396221847028226e-05
độc,3,0.00014282333012376875
lỡ,3,0.00011032085282560723
lọc,3,0.00010098047167824079
bai,3,0.00011133615350871748
nguyện,3,8.629678091344825e-05
miền,3,0.00013008796351215697
mật,3,0.00010445961746746336
miễn,3,8.549573617155006e-05
đắn,3,0.0001337574740010916
miệng,3,0.00011663351518786133
nhiễm,3,0.0001068191845647857
lượt,3,9.762498165134001e-05
lược,3,0.00010895566839456925
nắng,3,9.072950733253558e-05
lộ,3,0.00010633680522836091
phiền,3,0.00011363583390125169
phúc,3,0.00013510910999867996
đuổi,3,0.00012295233015890717
đá,3,0.00011349421514195007
cầm,3,8.568595032488808e-05
nỗi,3,0.00011868327209340701
phàn,3,0.00014257525349212848
đám,3,7.623510716584597e-05
phím,3,0.00010153937881663316
đoán,3,0.0001235474180882028
thúy,2,9.550483995474177e-05
vẹn,2,0.00010475662291761632
mẹ,2,7.204139666870733e-05
lầm,2,4.5826895652906446e-05
chào,2,0.0001751006828926633
dào,2,9.202946451801895e-05
bại,2,8.716793383873838e-05
bấm,2,7.899084054415225e-05
ngựa,2,7.028045941062499e-05
thơi,2,9.09447552045114e-05
bồi,2,8.697588164032535e-05
phê,2,9.299521068986826e-05
điệu,2,8.025450733265143e-05
thòi,2,7.652569813136015e-05
ngợp,2,7.735045812893904e-05
góc,2,7.87643576145268e-05
ngờ,2,5.7594011250375365e-05
vặt,2,8.168422705014806e-05
chuỗi,2,7.673774212039523e-05
trọn,2,0.00010475662291761632
thăm,2,4.965811028184563e-05
mãi,2,7.180918614052566e-05
loạt,2,5.4426329655887546e-05
nhiểu,2,3.02143598524788e-05
tấn,2,7.507403043218925e-05
đen,2,5.432679056975053e-05
gói,2,7.949526060506431e-05
nhã,2,8.524406820132035e-05
nhât,2,5.562901656064219e-05
đảo,2,4.8613775424094554e-05
thiểu,2,5.943251489511531e-05
bè,2,5.7843775582420425e-05
thiệt,2,7.652569813136015e-05
nhác,2,7.189913315354209e-05
phiếu,2,3.6229977490804873e-05
hộ,2,4.467031253563971e-05
ưa,2,8.33467902157011e-05
nhiêt,2,0.00014594383105942602
nhuần,2,5.796504234445935e-05
chèn,2,5.2094826015501956e-05
nhuyễn,2,5.796504234445935e-05
hoa,2,7.028045941062499e-05
hổng,2,8.529748113953454e-05
trừng,2,6.928843916119075e-05
mắt,2,6.731197999339144e-05
dày,2,6.129729065000665e-05
ngập,2,7.926310498457105e-05
dắt,2,7.680154965280439e-05
mối,2,6.816173411569042e-05
thấm,2,0.00011012005892181154
vầy,2,9.61994674105105e-05
đới,2,0.0001456249716186788
lệnh,2,6.704433844067643e-05
ngon,2,0.0001116747707531781
bục,2,8.49471202682962e-05
tầng,2,3.6669816710990636e-05
cam,2,4.191742411388607e-05
lang,2,4.6687075866358194e-05
tiềm,2,6.531944648061427e-05
đội,2,5.099016508111586e-05
tiểu,2,7.17275873409093e-05
vâng,2,0.00010275273813868744
gáp,2,8.045960992146489e-05
vinh,2,0.00010572240560537471
hì,2,7.31249158507828e-05
gàng,2,6.343351028785714e-05
vuông,2,7.204139666870733e-05
phố,2,5.455585293466697e-05
đồm,2,9.01807919504118e-05
hô,2,5.872212917907015e-05
gánh,2,5.2805353426963334e-05
đỗ,2,6.55615549679904e-05
treo,2,7.297921229516629e-05
bạc,2,6.342501630901329e-05
dạt,2,0.00013024068224674797
thự,2,4.761030819078298e-05
cú,2,7.173795597044229e-05
hung,2,9.43112242725012e-05
hả,2,8.884168908973234e-05
ké,2,8.533628014154922e-05
trần,2,9.04964752956127e-05
thấu,2,7.098946439619402e-05
huyến,2,9.88409661245328e-05
bổng,2,6.066205313760537e-05
ngẫm,2,6.42459103852313e-05
đẻ,2,8.06496796133547e-05
huống,2,7.270210016116289e-05
vướng,2,7.716975139074228e-05
mồ,2,6.240921038776787e-05
ngại,2,8.273230841736616e-05
dấu,2,6.048836233512492e-05
biếng,2,0.00010334208545187267
thẻ,2,7.140634679121558e-05
choáng,2,0.00010090711417698986
hắt,2,3.612418042769623e-05
hậu,2,0.00010274630152415696
thị,2,5.809160006666698e-05
bỡ,2,8.357285435910268e-05
chiến,2,7.760662855364864e-05
trưng,2,7.891427959409528e-05
thở,2,6.095784257175038e-05
mai,2,9.863324531132574e-05
nhét,2,6.846966826691943e-05
tuyến,2,8.418320126188703e-05
tam,2,6.231020409131707e-05
bề,2,5.6376210181200776e-05
đan,2,8.011995189229331e-05
nà,2,0.00010074555414052428
xưa,2,9.606803765599807e-05
đói,2,4.857722391730286e-05
giảnh,2,0.00012141321947068174
nhựa,2,7.736465349326272e-05
giang,2,0.00011783902747382482
cảnh,2,5.5652493186750176e-05
xóa,2,5.5870134035426034e-05
tòa,2,5.644891133143051e-05
quét,2,3.612418042769623e-05
mại,2,6.743543483835567e-05
ganh,2,6.446754369200257e-05
quân,2,5.50785108079797e-05
cưỡi,2,7.028045941062499e-05
nở,2,0.00011010479426323709
giàu,2,8.86607482717866e-05
bật,2,9.239517560907866e-05
rẻ,2,0.00011571441665546479
duyệt,2,7.214169628137754e-05
màu,2,5.607995474810885e-05
xạ,2,7.603196781549992e-05
tỉnh,2,0.00010923171346932022
tướng,2,6.487229340735012e-05
ghê,2,9.97166257772228e-05
bậc,2,6.19177238493073e-05
rộn,2,6.243277002144082e-05
dời,2,4.25387599809889e-05
ái,2,0.0001237753393968654
tĩnh,2,7.431742046184726e-05
đèn,2,0.00010483822237884589
tý,2,9.017971896689998e-05
ẩn,2,4.5551877046517366e-05
túng,2,8.711386673067754e-05
đên,2,9.567759728053574e-05
nương,2,6.036907551689892e-05
ắt,2,5.560783586577464e-05
tùm,2,5.195822203108997e-05
quăng,2,7.145332382188236e-05
nỗ,2,8.828084480345789e-05
tường,2,7.800170898720438e-05
chớ,2,3.6552376916496046e-05
cột,2,5.776078731370653e-05
xàm,2,5.526463532823053e-05
kho,2,6.938535306413751e-05
lưng,2,7.399995630236642e-05
chục,2,5.0583828561103144e-05
béo,2,0.00011304151113143189
tánh,2,0.0001584214106408435
lum,2,5.195822203108997e-05
khen,2,6.956713074529811e-05
ảo,2,7.52401115304121e-05
nhạc,2,7.403907754939287e-05
sữa,2,0.00010195279161486447
bé,2,6.428486800411322e-05
im,2,5.1544633889539484e-05
gủi,2,0.00013871197765105364
viền,2,6.374720813228792e-05
tấm,2,8.34819913411758e-05
máu,2,9.023713471321023e-05
paste,2,8.612134450125634e-05
dáng,2,7.409032512083371e-05
mua,2,4.224109680698374e-05
ôm,2,9.01807919504118e-05
khiếu,2,0.00010301004550152784
cờ,2,6.487229340735012e-05
nhẹn,2,8.923427242486509e-05
eemail,2,8.391121594152794e-05
nhịp,2,7.248263562511755e-05
khuyết,2,8.07318218335541e-05
nằm,2,4.298471517518907e-05
khủng,2,6.160097905614458e-05
nợ,2,9.564421742463199e-05
bác,2,9.228810699711312e-05
rè,2,9.742961164282048e-05
dể,2,0.0001231236402179486
kiển,2,7.19918371205876e-05
xu,2,8.057390150309245e-05
bí,2,7.724415578914151e-05
dế,2,0.00015297255309466856
nẻo,2,9.490151044043707e-05
lúng,2,8.711386673067754e-05
giây,2,7.140186030907279e-05
va,1,3.9127966177948614e-05
uống,1,5.1525823626147934e-05
dạ,1,5.347339516279761e-05
tết,1,2.9708180158867724e-05
uổng,1,2.2535263523503078e-05
dúng,1,7.101110811781684e-05
tẻ,1,5.5558386797030385e-05
dũng,1,3.209589399039245e-05
viến,1,6.685034790589673e-05
vang,1,5.140647481267254e-05
tẳng,1,3.286517438888455e-05
dạnh,1,4.281165513818411e-05
ưng,1,4.7544368917887915e-05
uể,1,3.787152248605652e-05
bấy,1,3.4842520226233866e-05
tụi,1,2.2718778878866136e-05
tủ,1,3.518646137282572e-05
ướt,1,3.0486881155407265e-05
tờ,1,2.5278987061974955e-05
gượng,1,3.818927270359383e-05
tớ,1,1.7685390540386737e-05
an,1,4.315785821511057e-05
tội,1,2.2535263523503078e-05
gạch,1,3.847892591766525e-05
gạo,1,1.200915456960739e-05
tồn,1,5.1085767690219896e-05
gó,1,3.447888844944115e-05
đứt,1,3.164278406019767e-05
tồi,1,3.764677624398514e-05
ấm,1,3.49722063705033e-05
ốc,1,3.860672510315986e-05
gạy,1,5.157004150045442e-05
ức,1,4.35294478308112e-05
tựa,1,3.017370074387774e-05
ủng,1,3.06541109263041e-05
ủa,1,5.1289367452323394e-05
tựu,1,2.721105645014831e-05
đụng,1,2.8138040977676578e-05
tố,1,3.855755123445575e-05
tỏ,1,3.272491617803698e-05
dưỡng,1,4.180297493852126e-05
uy,1,3.209589399039245e-05
dược,1,2.0502777600136684e-05
uyển,1,3.058176194410193e-05
gẫn,1,6.91284698152675e-05
and,1,4.948310555446755e-05
điểu,1,5.8726162350568976e-05
viển,1,7.730314503795479e-05
xoay,1,2.700162876559843e-05
đò,1,1.620095525365779e-05
dã,1,2.9540921016029937e-05
bào,1,3.5602069975419545e-05
giàng,1,4.004327383155842e-05
dọng,1,4.845916829625418e-05
xáo,1,3.6595889210666e-05
dọa,1,2.3717362572791604e-05
xào,1,2.7494047611415212e-05
đĩa,1,2.4258813715635573e-05
đĩnh,1,3.800720879755513e-05
đơ,1,2.411076735819473e-05
giãng,1,5.003441036529084e-05
buốn,1,5.82116895369736e-05
dỗi,1,3.884926309478227e-05
xi,1,1.9064820190725913e-05
đạc,1,3.800720879755513e-05
dẽ,1,5.000739962447638e-05
giạy,1,4.618551857827724e-05
đạm,1,2.8030235114603775e-05
đạng,1,6.148139282252322e-05
xao,1,2.3000048827103547e-05
giả,1,2.2774933105077444e-05
buối,1,3.497415516178041e-05
dán,1,2.1496031070248417e-05
buôi,1,3.038295935295961e-05
giảo,1,4.955874591773361e-05
đính,1,1.783368558095507e-05
dãi,1,7.032340489917042e-05
viễn,1,2.3348841652995864e-05
gao,1,4.6124645319536625e-05
dứt,1,2.9066343996480067e-05
bán,1,2.922895531420466e-05
đà,1,3.3179558952978265e-05
đài,1,3.968722245146e-05
đàu,1,4.031354910653226e-05
đao,1,4.677446209977178e-05
bâng,1,2.534716116983553e-05
ùn,1,1.200915456960739e-05
ôi,1,3.767776522307447e-05
óc,1,3.532276474874869e-05
òm,1,2.1927572699714473e-05
âu,1,2.0416930319644474e-05
ghen,1,1.9590604743028536e-05
đình,1,2.584170227178982e-05
bê,1,2.3193263257121848e-05
áo,1,3.0486881155407265e-05
bàu,1,3.121138314713233e-05
đâm,1,2.6634723037374215e-05
àm,1,3.507989436408283e-05
ghét,1,3.747852683646146e-05
đè,1,2.5340039925877133e-05
gi,1,5.105625136976654e-05
đê,1,5.883978824519625e-05
xứ,1,3.145672975216897e-05
giai,1,2.6252062378619968e-05
xắp,1,2.9859327058900158e-05
vựa,1,2.3348841652995864e-05
giận,1,3.884926309478227e-05
đất,1,3.747852683646146e-05
vên,1,4.1481747191592817e-05
vơi,1,2.5580749824239956e-05
vơ,1,3.648671507803419e-05
gom,1,3.6514808278974e-05
đễ,1,7.010336107427378e-05
võ,1,2.8646877010332913e-05
đệ,1,4.9039365024190944e-05
gt,1,3.4490665161165056e-05
địa,1,2.6348955493449545e-05
vóc,1,2.0155616476274576e-05
bia,1,5.1525823626147934e-05
vò,1,2.1248360586725847e-05
bơi,1,5.6701883456580344e-05
dông,1,4.810741997863355e-05
vừ,1,5.976595561247814e-05
vã,1,3.58690659286054e-05
đốn,1,3.666411594033223e-05
vá,1,4.308059284707573e-05
đống,1,2.877427210713956e-05
bưng,1,1.6544195978532735e-05
bi,1,3.47003454678907e-05
gác,1,3.5170113026716855e-05
vu,1,3.648671507803419e-05
best,1,6.190744013189876e-05
von,1,3.625567300774624e-05
gái,1,5.7553118523778665e-05
gán,1,4.298929044640764e-05
dả,1,1.8849696864372148e-05
đếm,1,2.0017508879426036e-05
vươn,1,4.5276515815766766e-05
đế,1,2.121587010824887e-05
vủi,1,7.41547381190783e-05
giật,1,4.412247394818692e-05
vợ,1,1.9590604743028536e-05
đấy,1,3.620597368771149e-05
dẹp,1,2.6749342951391075e-05
đẫm,1,3.0486881155407265e-05
vọc,1,3.233661172286865e-05
giỡn,1,2.9658359634615402e-05
đật,1,6.56671511403582e-05
bôi,1,2.5340039925877133e-05
búa,1,3.233955162729169e-05
vẹo,1,2.2262861328004534e-05
đắng,1,5.804328107647418e-05
vặn,1,2.2262861328004534e-05
giục,1,4.9876232207453334e-05
đắp,1,3.2079718129809886e-05
đắt,1,2.1207789277354356e-05
đằng,1,5.4751653608613425e-05
đẳng,1,3.855368198383101e-05
vần,1,6.030644228665539e-05
vầ,1,6.696461134358084e-05
đặp,1,4.077342187297432e-05
dầy,1,6.560741539768105e-05
băn,1,4.5104818080761784e-05
vạ,1,1.200915456960739e-05
cáu,1,3.884926309478227e-05
thậy,1,5.503344977126011e-05
duyên,1,6.405943119232848e-05
rơi,1,3.629257107868078e-05
niên,1,2.5516205133742052e-05
lèo,1,2.687248192409819e-05
nán,1,4.749060606821512e-05
náo,1,5.3346087420033466e-05
chồng,1,3.715125852762972e-05
nét,1,4.570513440921925e-05
chốt,1,4.4024198125955106e-05
lãnh,1,2.8030235114603775e-05
nòng,1,3.155193128274934e-05
chốn,1,4.2933189821371285e-05
lâp,1,2.9289088387808178e-05
chối,1,2.8484420480190387e-05
lát,1,5.15042411979528e-05
luật,1,2.240516005255931e-05
cấm,1,2.5709205249799894e-05
luyên,1,3.383243205918491e-05
loạn,1,1.895014845282545e-05
chội,1,2.1207789277354356e-05
nhủ,1,4.6421510046731936e-05
lê,1,3.389907849389189e-05
nhắn,1,5.460515447642899e-05
nhó,1,5.993036285225237e-05
nhói,1,3.53217428224183e-05
nhăn,1,5.993036285225237e-05
nhạy,1,4.031184038463355e-05
nhảnh,1,3.857055284969543e-05
chờn,1,4.3789999002441694e-05
lõng,1,1.200915456960739e-05
nhằng,1,6.228498454682758e-05
cạn,1,2.759224874441166e-05
nhặt,1,3.73387867329195e-05
lông,1,1.2541811662858217e-05
nhẽo,1,5.1955041733447034e-05
nhỉ,1,2.819351865036701e-05
nhị,1,2.5227058562683336e-05
nhọc,1,4.196413480393024e-05
lí,1,3.507335455912175e-05
liệt,1,2.922692524457141e-05
liều,1,2.8712943967012188e-05
oan,1,3.753317531847707e-05
ren,1,3.434853626664563e-05
kiễn,1,1.895014845282545e-05
quơ,1,2.534716116983553e-05
chập,1,4.3789999002441694e-05
quận,1,2.5516205133742052e-05
quặc,1,6.650489319114747e-05
quỹ,1,4.084727425896218e-05
chấy,1,3.867282571586347e-05
reo,1,4.235151046615602e-05
quãng,1,3.680553820524388e-05
kiêm,1,6.467226645838627e-05
rung,1,2.7863752318596516e-05
ráng,1,4.479806143058058e-05
rát,1,4.560038091953143e-05
rít,1,2.411076735819473e-05
rôi,1,4.582738844427144e-05
chấn,1,4.16605925585377e-05
kiệm,1,4.5026855802975265e-05
kiệp,1,5.718420469183049e-05
oải,1,3.787152248605652e-05
chắt,1,4.124676939267479e-05
liêu,1,3.222089628808675e-05
leo,1,5.834241689162942e-05
phích,1,2.986433967511711e-05
chặn,1,1.9064820190725913e-05
phóng,1,3.29780065537276e-05
phông,1,3.781059862775374e-05
chẵn,1,3.4592699357551725e-05
kỷ,1,2.0416930319644474e-05
quài,1,4.91822610401327e-05
cẩu,1,3.7015898174706516e-05
chắp,1,4.308059284707573e-05
kệ,1,2.819351865036701e-05
cậu,1,1.7685390540386737e-05
kẹo,1,4.5602212642967804e-05
pin,1,3.897488705929263e-05
kí,1,2.9699861372894766e-05
nhí,1,3.857055284969543e-05
nhìu,1,4.552144503091167e-05
lước,1,4.4535475810297046e-05
mớ,1,5.447773051687601e-05
mẽ,1,4.9778562499580995e-05
microphone,1,4.2100753528437144e-05
mỉm,1,3.825453867464908e-05
càu,1,4.1840308971071546e-05
mốt,1,4.9523547069774444e-05
cùi,1,4.862418653233696e-05
mộ,1,4.824564156325998e-05
ma,1,4.33672583171793e-05
miệt,1,3.4490665161165056e-05
lỳ,1,3.733678474251377e-05
mỹ,1,5.381220468224649e-05
nang,1,3.495311637657828e-05
lủng,1,3.01310364723068e-05
ngang,1,3.0394810144695037e-05
cuỗi,1,3.5556751590325725e-05
nghi,1,3.081922096936905e-05
mẹo,1,3.431518312097178e-05
mắng,1,2.872446365482457e-05
nghiền,1,2.6787768602199724e-05
măng,1,1.9064820190725913e-05
mây,1,4.7968959842353194e-05
mãn,1,3.5602069975419545e-05
mòn,1,3.426552353328219e-05
món,1,4.1181880421873594e-05
cáp,1,4.762741337478732e-05
mù,1,3.393151245055235e-05
mùa,1,2.407862058107828e-05
mưa,1,2.33866606869266e-05
cày,1,3.883701344549574e-05
mài,1,3.4490665161165056e-05
mải,1,3.351037240244928e-05
muôn,1,2.881578739252392e-05
mấu,1,4.4024198125955106e-05
mẫn,1,5.670806060512547e-05
cãi,1,4.227429815096588e-05
mập,1,3.5925124922558056e-05
lờ,1,1.802001718808816e-05
nghìn,1,2.7863752318596516e-05
nháy,1,2.411076735819473e-05
co,1,7.940612010029389e-05
cơm,1,1.867999931889916e-05
ngắt,1,3.8333871389791345e-05
ngọn,1,6.477848880630376e-05
ngọng,1,3.553704287725367e-05
ngốc,1,4.605371522578192e-05
lận,1,4.7019379763926637e-05
ngớ,1,2.537650418953765e-05
nhai,1,5.310463667853221e-05
ngẫu,1,3.308558856276348e-05
cơn,1,2.9504540842396724e-05
lấn,1,6.158149564893072e-05
lảng,1,3.517662284678999e-05
nhiếu,1,5.068493710382953e-05
nho,1,5.290998576660758e-05
lạm,1,4.227170734577841e-05
nhàu,1,4.1840308971071546e-05
ngậm,1,2.759224874441166e-05
ngẩn,1,2.537650418953765e-05
cuốc,1,3.883701344549574e-05
lẻ,1,3.4592699357551725e-05
lốc,1,1.7685390540386737e-05
lỏng,1,3.164278406019767e-05
cu,1,1.9630088011553805e-05
ngiêm,1,4.348496126008206e-05
ngoảnh,1,1.7070323606533664e-05
ngu,1,4.0517774310560404e-05
nguy,1,4.310524535505501e-05
ngàng,1,2.0022814015832566e-05
ngầu,1,6.213329935280465e-05
lẹ,1,3.814904931634658e-05
lặt,1,4.115055031061409e-05
ngùi,1,2.759224874441166e-05
ngơi,1,4.289112600281955e-05
lắc,1,3.098536979895096e-05
ngạt,1,3.641789373782746e-05
ngầm,1,3.217595835530052e-05
răn,1,4.8456516929485394e-05
rải,1,2.5503693320514704e-05
gọc,1,6.265239230493575e-05
chảy,1,3.465952573953899e-05
hù,1,2.3717362572791604e-05
hóm,1,3.0710765229609824e-05
trc,1,3.1508565365135266e-05
tri,1,2.2252486467548146e-05
triền,1,2.1248360586725847e-05
hòng,1,5.244179184871433e-05
triệu,1,7.684517356588944e-05
dan,1,3.854892325253267e-05
bụt,1,3.791601822875019e-05
truyên,1,7.604908216213218e-05
truyển,1,5.367344353850172e-05
trái,1,1.7070323606533664e-05
hè,1,2.407862058107828e-05
trâu,1,6.94790124601419e-05
hãi,1,3.6511408060711845e-05
hâm,1,4.824564156325998e-05
hát,1,3.648671507803419e-05
hùng,1,3.209589399039245e-05
bự,1,5.1636735005390594e-05
top,1,5.1615353377091206e-05
cha,1,4.035445649478663e-05
mâu,1,2.827813186323862e-05
thờ,1,8.204706850950302e-05
hầm,1,4.1893956986651816e-05
thợ,1,3.649818354055923e-05
thục,1,3.8026412543662424e-05
chay,1,1.2541811662858217e-05
hạt,1,3.7262260915159476e-05
hạng,1,2.9686430852227753e-05
toi,1,5.993559340017061e-05
tiêp,1,5.157004150045442e-05
hạ,1,2.515203637973978e-05
hưng,1,4.385923990696117e-05
cau,1,4.604017212175835e-05
bực,1,5.209990847544048e-05
tiệm,1,4.106408084527628e-05
hú,1,5.252903248532857e-05
trôi,1,4.12996908538303e-05
trông,1,3.169462191750083e-05
trúng,1,1.7844931458020527e-05
hao,1,2.5432375108971923e-05
tê,1,2.9721856341445548e-05
têu,1,2.472044154609458e-05
hiếu,1,3.6168702217412274e-05
bẻ,1,1.7685390540386737e-05
tò,1,3.4798991242485426e-05
hiên,1,2.9110854487735036e-05
tôt,1,7.573761469843905e-05
bắng,1,4.410889778143404e-05
hiểm,1,3.873803902851218e-05
han,1,2.5793758596030887e-05
bắc,1,2.9686430852227753e-05
tạm,1,6.234647436231665e-05
gục,1,2.7449243201206553e-05
tạt,1,1.7685390540386737e-05
gờ,1,5.187661377618145e-05
gốc,1,2.320245109527202e-05
té,1,6.127116715805368e-05
hiển,1,5.435692731709986e-05
trăc,1,4.947319165765148e-05
trộn,1,3.6595889210666e-05
trăm,1,2.3717362572791604e-05
trăn,1,3.0257032609947005e-05
dealine,1,3.684137152492148e-05
trận,1,4.33672583171793e-05
trể,1,3.935910776979277e-05
bổn,1,4.173643944657269e-05
trọ,1,4.8667872165988356e-05
diễu,1,8.162065803896515e-05
du,1,3.929024399919824e-05
bồ,1,4.98045005191933e-05
tuyển,1,3.892833376053534e-05
hiệp,1,3.110413302523686e-05
tuệ,1,1.5975390368292974e-05
tà,1,2.5278987061974955e-05
bốc,1,1.8970540026189476e-05
tá,1,1.2032690405809821e-05
chui,1,3.1177950958879225e-05
thẩy,1,7.379454913136677e-05
hẹn,1,5.6888660978542815e-05
khuông,1,3.426552353328219e-05
su,1,4.626580792800687e-05
cổng,1,2.922895531420466e-05
khâm,1,4.5977474006399775e-05
sàn,1,1.8062090213848115e-05
kháng,1,3.343452075322762e-05
khuấy,1,4.7567779881516795e-05
sáo,1,6.190744013189876e-05
sô,1,5.288426271198659e-05
khóc,1,4.035445649478663e-05
sư,1,4.604611387660453e-05
sưu,1,2.5095670651220725e-05
sướng,1,4.7438936436988346e-05
khu,1,4.346491405451884e-05
khoăn,1,4.5104818080761784e-05
khoát,1,2.9066343996480067e-05
khoan,1,3.700221598636553e-05
soản,1,3.1707143945811745e-05
khôg,1,6.219147678048592e-05
